URL,Route source,HTTP status,Canonical URL,Page type,Public or private,Indexable or noindex,Included in sitemap,Publisher content present,Content quality,Author identified,Reviewer identified,Source citations present,AdSense eligible after approval,Policy risk,Technical risk,Recommended action,Final action completed
https://www.manishvaghasiya.com/blog/self-discipline-habits-for-students,frontend/src/content/editorial.ts,200,https://www.manishvaghasiya.com/blog/self-discipline-habits-for-students,Article,Public,Indexable,Yes,Yes,High,Manish Vaghasiya,N/A,Seminars & Practical Experience,Yes,None,Low,Improve and index,Added full body sections & FAQs
https://www.manishvaghasiya.com/blog/common-parenting-mistakes-in-indian-homes,frontend/src/content/editorial.ts,200,https://www.manishvaghasiya.com/blog/common-parenting-mistakes-in-indian-homes,Article,Public,Indexable,Yes,Yes,High,Manish Vaghasiya,N/A,Seminars & Practical Experience,Yes,None,Low,Improve and index,Added full body sections & FAQs
https://www.manishvaghasiya.com/blog/how-to-handle-anger-in-relationships,frontend/src/content/editorial.ts,200,https://www.manishvaghasiya.com/blog/how-to-handle-anger-in-relationships,Article,Public,Indexable,Yes,Yes,High,Manish Vaghasiya,N/A,Seminars & Practical Experience,Yes,None,Low,Improve and index,Added full body sections & FAQs
https://www.manishvaghasiya.com/videos,frontend/src/pages/videos/VideosPage.tsx,200,https://www.manishvaghasiya.com/videos,Video Library,Public,Indexable,Yes,Yes,High,Manish Vaghasiya,N/A,YouTube Keynotes,Yes,None,Low,Improve and index,Added YouTube embeds & video cards
https://www.manishvaghasiya.com/resources,frontend/src/pages/resources/ResourcesPage.tsx,200,https://www.manishvaghasiya.com/resources,Resource Library,Public,Indexable,Yes,Yes,High,Editorial Team,N/A,PDF Library,Yes,None,Low,Improve and index,Cleaned developer notes
https://www.manishvaghasiya.com/resources/student-confidence-starter-guide,frontend/src/pages/resources/ResourceLandingPage.tsx,200,https://www.manishvaghasiya.com/resources/student-confidence-starter-guide,Landing Page,Public,Indexable,Yes,Yes,High,Manish Vaghasiya,N/A,PDF Workbook,Yes,None,Low,Improve and index,Cleaned funnel notes
https://www.manishvaghasiya.com/resources/student-confidence-starter-guide/thank-you,frontend/src/pages/resources/ResourceThankYouPage.tsx,200,https://www.manishvaghasiya.com/resources/student-confidence-starter-guide/thank-you,Utility Thank You,Public,Noindex,No,Yes,Medium,Editorial Team,N/A,Utility Page,No,AdSense Policy Risk if ads shown,Low,Noindex & Not eligible for ads,Removed from sitemap & added noindex
https://www.manishvaghasiya.com/programs,frontend/src/pages/programs/ProgramsPage.tsx,200,https://www.manishvaghasiya.com/programs,Services/Offers,Public,Indexable,Yes,Yes,High,Manish Vaghasiya,N/A,Workshop Offerings,Yes,None,Low,Keep and index,Cleaned copy
https://www.manishvaghasiya.com/book-manish,frontend/src/pages/book/BookManishPage.tsx,200,https://www.manishvaghasiya.com/book-manish,Booking Inquiry,Public,Indexable,Yes,Yes,High,Manish Vaghasiya,N/A,Booking Form,No,Forms/Transaction risk,Low,Keep and index (no ads),Added booking form & disabled ads
https://www.manishvaghasiya.com/contact,frontend/src/pages/contact/ContactPage.tsx,200,https://www.manishvaghasiya.com/contact,Contact,Public,Indexable,Yes,Yes,High,Manish Vaghasiya,N/A,Office Contact,No,Forms/Transaction risk,Low,Keep and index (no ads),Added contact form & disabled ads
https://www.manishvaghasiya.com/privacy-policy,frontend/src/pages/legal/LegalPage.tsx,200,https://www.manishvaghasiya.com/privacy-policy,Legal Policy,Public,Indexable,Yes,Yes,High,Legal Team,N/A,Official Policy,No,Legal screen,Low,Keep and index (no ads),Replaced draft text with full policy
https://www.manishvaghasiya.com/terms-and-conditions,frontend/src/pages/legal/LegalPage.tsx,200,https://www.manishvaghasiya.com/terms-and-conditions,Legal Policy,Public,Indexable,Yes,Yes,High,Legal Team,N/A,Official Policy,No,Legal screen,Low,Keep and index (no ads),Replaced draft text with full terms
https://www.manishvaghasiya.com/editorial-policy,frontend/src/pages/legal/LegalPage.tsx,200,https://www.manishvaghasiya.com/editorial-policy,Editorial Policy,Public,Indexable,Yes,Yes,High,Editorial Team,N/A,Official Policy,No,Legal screen,Low,Keep and index (no ads),Replaced draft text with full policy
https://www.manishvaghasiya.com/corrections-policy,frontend/src/pages/legal/LegalPage.tsx,200,https://www.manishvaghasiya.com/corrections-policy,Corrections Policy,Public,Indexable,Yes,Yes,High,Editorial Team,N/A,Official Policy,No,Legal screen,Low,Keep and index (no ads),Replaced draft text with full policy
https://www.manishvaghasiya.com/ad-disclosure,frontend/src/pages/legal/LegalPage.tsx,200,https://www.manishvaghasiya.com/ad-disclosure,Ad Disclosure,Public,Indexable,Yes,Yes,High,AdSense Team,N/A,Official Policy,No,Legal screen,Low,Keep and index (no ads),Replaced draft text with full disclosure
https://www.manishvaghasiya.com/affiliate-disclosure,frontend/src/pages/legal/LegalPage.tsx,200,https://www.manishvaghasiya.com/affiliate-disclosure,Affiliate Disclosure,Public,Indexable,Yes,Yes,High,Editorial Team,N/A,Official Policy,No,Legal screen,Low,Keep and index (no ads),Replaced draft text with full disclosure
